sentence,label
I still don't think it's loaded.,loaded.
"This is a .44 Magnum, the most powerful handgun in the world. You gotta ask yourself just one question. Are you feelin' lucky?",lucky?
I don't think your gun's loaded...,loaded...
"I don't answer questions, I ask 'em...",em...
What am I wanted for?,for?
"In all due respect, he sounds kind of pathetic to me.  The kind of guy that runs home to his momma or some girlfriend.  Have you two ace detectives checked that out?",out?
"He was the only one of my bunch that was my friend... He was loyal, went all the way for you...",you...
That's no bull.,bull.
"Hey, two days with him is enough.",enough.
How would you know?,know?
Hard man to live with.,with.
"Shrink major, not a shrink.",shrink.
"Well, I been workin' the other side of the street for the last few years.  And you don't exactly look like a shrink, wearin' that dress...",dress...
I'm not so sure I can say the same thing...You don't look like a cop.,cop.
"Name's Hammond, Reggie Hammond. I heard a lot about you. And any friend of Jack's is a friend of mine.",mine.
Who the hell are you?,you?
"Alright, I'm coming...hold on.",on.
Keep stallin'.,stallin'.
What do you want?,want?
Stall.,Stall.
Shut up.,up.
What do you want?  What's goin' on?,on?
What the hell's wrong?  I didn't do anything.,anything.
Shut up.,up.
Hey...,Hey...
"Sure, right.",right.
"We'll follow you.  Take it slow,okay?","slow,okay?"
"Yeah, old times.",times.
We got a lot to talk about.,about.
Can't complain.,complain.
How ya doin'?,doin'?
"Hot?  Hey, they're not even room temperature.",temperature.
How hot are they?,they?
What are you talkin' about? I said I wouldn't hurt her.,her.
"Rosalie, you okay?",okay?
"First, the money.",money.
Let her go.,go.
"You try to mess with us or go to the cops, I promise you, I'll put holes in her you wouldn't believe.",believe.
"Come on, you can trust me. Please.",Please.
"Honest. The place we stashed it opens Monday morning. I can't get it till then. Monday morning, that's when it opens. After that, I'll get the money to you right away...",away...
You chickenshit punk...,punk...
I can't get it until Monday. Honest.,Honest.
When?,When?
No! Don't kill her.  I can get you the money.,money.
"Billy, go ahead, break it...",it...
"Don't give me this, we were partners.",partners.
"Instead of worryin' about Reggie, you better worry about me...",me...
You want that Indian to snap her neck?,neck?
I don't know what you're talkin' about.,about.
"I want the money, asshole, what do you think?  The money that Reggie hid...",hid...
Whaddya want?  I thought you were locked up-,up-
"Surprise, Luther.",Luther.
I'll got your money to you. No sweat.,sweat.
Fuck you.  You got no right for this kind of play.,play.
Try and take it.,it.
Give it back.,back.
"Yeah, I know that, but this is me and we're old friends. I haven't got the money so what are you gonna do about it?",it?
This ain't a credit business.,business.
Five.  On credit.,credit.
Five bills.,bills.
Don't mess with me. How much?,much?
This is clean shit.  No serial numbers and never been used...,used...
How much?,much?
It's loaded... I got some shells in here.,here.
How about some ammo?,ammo?
I'm sure.  Everybody here's looking at everybody else's ass.,ass.
You sure?,sure?
"Naw, right here's okay.",okay.
You want to go outside?,outside?
"Not bad, not bad.",bad.
"How you doing, man?",man?
I can't pretend to be your husband... David's in great shape.,shape.
Akta dedero ansila do mektet.,mektet.
"No, I'm not proud of myself... But we don't have the luxury of choice.",choice.
"Vano da, mechteba?! Soun domo kala chon hammas!",hammas!
You know exactly where they are!,are!
Ikset-kiba.  Me imanetaba oum dalat!,dalat!
The case was stolen?,stolen?
San Agamat chay bet... envolet!,envolet!
The case..with the stones... Where is it?,it?
Napoleon... small.,small.
What're you laughing about?,about?
At your service.,service.
Corn-i-Lius?,Corn-i-Lius?
Appipulai Leeloo Minai..,Minai..
I know...,know...
"You are a monster, Zorg!",Zorg!
Let me reassure you Father..I will never kill more people in my entire life than religion has killed in the last 2000 years.,years.
Destroying a glass is one thing..killing people with the weapons you produce is quite another.,another.
"Father, by creating a little destruction, I am, in fact, encouraging life!  So, in reality, you and I are in the same business!",business!
They are robots!,robots!
"...Look at all these little things... so busy all of a sudden. Notice how each one is useful. What a lovely ballet, so full of form and color.  So full of..life!",of..life!
"Follow me.. Life, which you so nobly serve, comes from destruction. Look at this empty glass.",glass.
No thank you.,you.
...would you like a drink?,drink?
"Ah, Father... You are so wrong. Let me explain...",explain...
"...I'm a priest! I'm here to serve life, All you want to do is destroy it.",it.
Why?  What's wrong with me?,me?
Even it I did know where the stones were I would never tell somebody like you.,you.
"Personally, they are of no interest to me, I'd rather sell weapons..but I have a customer... so tell me...",me...
...Why on earth do the stones interest you?,you?
"I'm glad you got your memory back, Father... Because you're going to need it... Where are the stones?",stones?
I remember you now..the so called art dealer.,dealer.
Zorg. Jean-Baptiste Emmanuel Zorg... nice to see you again,again
I'm fucked!,fucked!
...We're saved!,saved!
That's what I'm saying.,saying.
"And you don't know how they open, is that what you are saying?",saying?
"Yes, of course, but... The Stones are shut! They have to be open for it to work.",work.
There's no light! You told me there were supposed to be four beams of light.,light.
"Theoretically, yes! The four Stones form the beam and the Fifth Element is supposed to stand in the middle there, but... I don't have the reference book. I've never seen the Stones work!",work!
Don't tell me you don't know how all this works?,works?
Uh.. Have you tried the Diva's suite?,suite?
When is she not in trouble?,trouble?
Leeloo's in trouble?,trouble?
"Yeah, I know... to save the world... but right now all I want to do is save Leeloo.",Leeloo.
You're probably very angry with me and I quite understand. But I want you to know I'm fighting for a noble cause.,cause.
Trying to save your ass so you can save the world.,world.
What are you doing?,doing?
"Father, I was in the Army for awhile and every time they told us we were on a mission to save the world the only thing that changed was I lost a lot of friends. So thanks for the offer.. but no thanks.",thanks.
Of course.,course.
Good luck..,luck..
We have to save the world.,world.
What kind of mission?,mission?
We're not going on vacation..we're on a mission..,mission..
Is that the usual way priests go on vacation?,vacation?
"I'm sorry to have to resort to such methods, but we heard about your good luck on he radio and we need the tickets to Fhloston.",Fhloston.
That's what I thought.,thought.
"It means, ""Never without my permission"".","permission""."
Excuse me! Just one thing!  She said something to me a while ago and... I don't really get it... Akta Gamat?,Gamat?
I know. I was there when she arrived.,arrived.
"She's fine, really..don't you worry.. just needs some rest..she's had a very long trip.",trip.
"I might call to check up on her, you know... to see if she's better?",better?
Yes. That's fine! Thank you very much. A thousand times over!,over!
Dallas. Korben Dallas.,Dallas.
Thank you so much for your help Mr...?,Mr...?
She's an exception..,exception..
"They all like this in your family, father?",father?
"Uh yes, we're cousins..distant cousins..",cousins..
So you do know her.,her.
"There's not a moment to lose! Wake her up, but be gentle about it!  This woman is mankind's most precious possession! She is... perfect!",perfect!
You noticed...,noticed...
He's a she!,she!
The girl?,girl?
I brought the girl remember?,remember?
Who are you?,you?
She dropped in on me... holding this.,this.
That's me.  But I don't know who she is... where did you find her?,her?
"She's not my bride, she's my fare. She's looking for this Vito Cornelius. According to the phone guide he lives here.",here.
Weddings are one floor down. Congratulations.,Congratulations.
"Excuse me, I'm looking for a priest.",priest.
"This is government business now. You ought to go home and get some rest, Father.",Father.
What are we going to do?,do?
"Thank you, Mr. President.",President.
Did you see that..thing..swallow our battleship like a gum drop?  You can't even tell me what it is! I ask you for options you give me bullshit. Give them permission to enter our territories with my warmest regards.,regards.
White turns to black.  Light to Dark. Life to Death.  For all eternity.,eternity.
But what happens if instead of this... Ultimate Warrior... it is EVIL who stands here?,here?
Yes..thank God..,God..
Is there anything that can stop it?,it?
And then it will be too late. The goal of evil is to wipe out life! All forms of life. For all eternity...Life upsets it.,it.
And then?,then?
"We have forty-eight hours, the time it needs to adapt itself to our living conditions.",conditions.
That's exactly what we are going to try and do: Protect the lives of some 200 billion of our fellow citizens! General? You may fire when ready.,ready.
